Project Code,PA/NF Status,Model Name,Model Family,Platform,Platform Group,Fuel Type,Fuel Type Group,Build Type,OEM,Brand,Segment,Body Type,SSS,Brand Indicator,YEAR, Volume(simulation) ,Volume Property,PR Status,SOP Time,EOP Time,Model Family SOP,Model Family EOP,Volume Level,C6 Premises,Cloud Info,Remark
No Project Code,,A4 AV FBU,A4 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2026," 36,541 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 AV FBU,A4 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Estate,Premium,Premium,2027," 48,490 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2017," 49,769 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2018," 24,712 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2019," 53,280 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2020," 63,676 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2021," 41,091 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2022," 60,884 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2023," 14,276 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2024," 40,166 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2025," 19,150 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2026," 17,264 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A4 SE FBU,A4 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2027," 15,953 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CB FBU,A5 CB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Cabrio/Roadster,Premium,Premium,2018," 60,412 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CB FBU,A5 CB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Cabrio/Roadster,Premium,Premium,2019," 36,375 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CB FBU,A5 CB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Cabrio/Roadster,Premium,Premium,2020," 57,267 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CB FBU,A5 CB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Cabrio/Roadster,Premium,Premium,2021," 16,656 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CB FBU,A5 CB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Cabrio/Roadster,Premium,Premium,2022," 42,068 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CP FBU,A5 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2018," 63,610 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CP FBU,A5 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2019," 14,433 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CP FBU,A5 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2020," 28,929 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CP FBU,A5 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2021," 8,091 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 CP FBU,A5 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Coupe,Premium,Premium,2022," 10,501 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 SB FBU,A5 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2017," 28,188 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 SB FBU,A5 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2018," 25,313 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 SB FBU,A5 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2019," 51,894 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 SB FBU,A5 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2020," 66,883 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 SB FBU,A5 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2021," 66,933 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 SB FBU,A5 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2022," 69,276 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A5 SB FBU,A5 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,Sedan,Premium,Premium,2023," 32,723 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2018," 21,551 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2019," 70,141 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2020," 13,262 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2021," 24,713 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2022," 60,088 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2023," 26,226 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2024," 60,805 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2025," 33,628 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2026," 18,254 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AR FBU,A6 AR,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2027," 30,829 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2017," 14,177 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2018," 66,835 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2019," 45,379 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2020," 10,624 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2021," 7,772 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2022," 69,405 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2023," 45,209 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2024," 29,179 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2025," 60,778 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2026," 68,919 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 AV FBU,A6 AV,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Estate,Premium,Premium,2027," 54,805 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2017," 42,900 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2018," 42,110 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2019," 18,260 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2020," 20,407 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2021," 22,437 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2022," 57,963 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A6 SE FBU,A6 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2023," 20,261 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A7 SB FBU,A7 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2017," 47,391 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A7 SB FBU,A7 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2018," 15,660 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A7 SB FBU,A7 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2019," 35,313 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A7 SB FBU,A7 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2020," 17,124 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A7 SB FBU,A7 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2021," 19,777 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A7 SB FBU,A7 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,Sedan,Premium,Premium,2022," 7,495 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Sedan,Premium,Premium,2017," 25,251 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Sedan,Premium,Premium,2018," 53,760 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Sedan,Premium,Premium,2019," 66,265 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Sedan,Premium,Premium,2020," 52,935 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Sedan,Premium,Premium,2021," 69,932 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Sedan,Premium,Premium,2022," 28,534 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Sedan,Premium,Premium,2023," 43,318 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,A8 SE FBU,A8 SE,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Sedan,Premium,Premium,2024," 48,527 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2018," 51,120 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2019," 37,978 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2020," 51,782 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2021," 11,701 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2022," 8,613 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2023," 33,838 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2024," 43,984 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2025," 27,020 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2026," 47,737 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU FBU,Q5 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2027," 33,778 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU Der. FBU,Q5 SU Der.,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2019," 35,607 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU Der. FBU,Q5 SU Der.,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2020," 32,658 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q5 SU Der. FBU,Q5 SU Der.,FBU,FBU,ICE,ICE,FBU,Audi,Audi,B,SUV/CUV,Premium,Premium,2021," 25,214 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2017," 50,714 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2018," 57,671 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2019," 64,053 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2020," 80,650 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2021," 21,639 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2022," 75,455 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2023," 68,059 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2024," 69,097 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2025," 19,307 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2026," 28,851 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q7 SU FBU,Q7 SU,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2027," 52,296 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q8 SB FBU,Q8 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2017," 68,360 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q8 SB FBU,Q8 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2018," 49,462 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q8 SB FBU,Q8 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2019," 17,254 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q8 SB FBU,Q8 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2020," 42,821 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q8 SB FBU,Q8 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2021," 56,714 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q8 SB FBU,Q8 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2022," 26,869 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q8 SB FBU,Q8 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2023," 53,616 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,Q8 SB FBU,Q8 SB,FBU,FBU,ICE,ICE,FBU,Audi,Audi,C,SUV/CUV,Premium,Premium,2024," 37,842 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,E6 SU FBU,E6 SU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,NEV,Premium,2020," 38,727 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,E6 SU FBU,E6 SU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,NEV,Premium,2021," 42,194 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,E6 SU FBU,E6 SU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,NEV,Premium,2022," 62,208 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,E6 SU FBU,E6 SU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,NEV,Premium,2023," 51,543 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,E6 SU FBU,E6 SU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,NEV,Premium,2024," 58,276 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,E6 SU FBU,E6 SU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,NEV,Premium,2025," 30,262 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,E6 SU FBU,E6 SU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,NEV,Premium,2026," 48,063 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,E6 SU FBU,E6 SU,FBU,FBU,BEV,NEV,FBU,Audi,Audi,B,SUV/CUV,NEV,Premium,2027," 19,940 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,R8 CP FBU,R8 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Coupe,Premium,Premium,2017," 14,430 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,R8 CP FBU,R8 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Coupe,Premium,Premium,2018," 31,855 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
No Project Code,,R8 CP FBU,R8 CP,FBU,FBU,ICE,ICE,FBU,Audi,Audi,D,Coupe,Premium,Premium,2019," 40,337 ",AaK,PR66.SP,1900/1/0,3797/1/1,,,Vol.  Level,KAK0119,,
